track_id,track_name,genres,artist_name,popularity,duration_ms,acousticness,danceability,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,valence
0qmLutbPsSY41baTrDVIIL,comfort,[],julia jacklin,45,187773,0.897,0.637,0.0418,0.0,F,0.109,-12.742,Major,0.0355,99.555,3,0.215
1XJ93XskwJf7PCyIVLbNBt,anxiety (with selena gomez),[],julia michaels,83,210147,0.571,0.803,0.384,0.0,G,0.194,-6.522,Major,0.179,141.924,4,0.503
6zyRNdOZbIX9U2LszJf8mq,anthracite fields: iv. flowers,[],julia wolfe,37,398493,0.937,0.211,0.3,0.418,A,0.0814,-13.261,Minor,0.0336,123.711,4,0.0366
6i99ThziImjuFABb8rUQvy,11th dimension,[],julian casablancas,53,243333,0.00164,0.574,0.925,0.0243,F#,0.115,-2.766,Minor,0.0463,125.501,4,0.369
2YgsssW7b0F4F1GdRRfdvO,beach break,[],julietta,40,132920,0.179,0.771,0.796,0.00827,A,0.183,-6.159,Minor,0.034,120.031,4,0.237
2cbWaw8K4fKvR9kgBg3ugq,fly - fkj remix,[],june marieezy,55,252000,0.707,0.657,0.528,0.000155,F#,0.264,-8.039,Minor,0.0683,75.44,4,0.35
12AZFn9F5h9tlxMEbdZEwm,"247 (feat. zion.t, crush, dean)",[],junggigo,50,217818,0.439,0.732,0.354,1.86e-05,A,0.128,-8.361,Major,0.0365,87.991,4,0.554
3e4IZ4YHeAQghxGxvelkQa,(more and more) it ain't easy,[],jungle,51,191900,0.106,0.51,0.659,0.197,A#,0.1,-10.082,Minor,0.0401,81.304,4,0.72
0ktx5as1qqqVBo9S4w6tGa,taxman,[],junior parker,35,225067,0.608,0.689,0.179,0.000825,C,0.303,-23.215,Major,0.0709,154.665,4,0.497
4jacsL77ZYnpInmTtUBaJW,move your feet,[],junior senior,61,181907,0.0507,0.755,0.895,0.0737,A,0.222,-2.619,Major,0.0883,118.871,4,0.844
1ghaBtBdpuZMg5nV9E2qRU,don't let it pass,[],junip,44,239293,0.69,0.674,0.481,0.5,A#,0.125,-14.318,Major,0.0297,139.717,4,0.488
6arhECxYGnLkOlt2JlypUZ,glew up,[],just juice,50,200143,0.223,0.731,0.726,0.0,E,0.124,-5.755,Minor,0.0959,156.231,4,0.804
1Mg8vLBYwizu7AuhYQO64V,all around the world,[],justin bieber,63,244547,0.019,0.689,0.816,2.42e-06,D#,0.181,-3.951,Minor,0.178,127.958,4,0.775
201ojPD0R8nEV2xTUiXKLr,caving (feat. james droll),[],justin caruso,58,191894,0.0818,0.636,0.818,4.4e-06,B,0.0793,-5.035,Major,0.0686,92.013,4,0.414
23VKF2gCUe8LGWHP8nnwOc,another egghead,[],justin hurwitz,41,65267,0.929,0.61,0.0481,0.938,G#,0.105,-34.376,Minor,0.0534,122.067,4,0.0336
3FQov3PYCf4rWAfhQ5yjX9,cannot stop me,[],justin stone,62,235714,0.0648,0.72,0.615,3.62e-05,D,0.176,-8.899,Minor,0.0542,112.048,4,0.293
0Gasl1wiqhENYa8RskLpPw,(another song) all over again,[],justin timberlake,47,346573,0.326,0.645,0.366,0.000129,E,0.111,-7.574,Major,0.0342,100.966,4,0.219
645hAlwdOj1cx9dbf5Yu8A,2000 miles,[],justin tyler,54,186400,0.0293,0.356,0.573,0.0,G,0.0985,-6.692,Major,0.0459,149.199,3,0.25
63eKGyalhj3iFSVyzqKaoF,back for more,[],justine skye,52,188347,0.147,0.792,0.609,1.86e-06,B,0.0761,-8.864,Major,0.127,106.002,4,0.613
4fbB7RbrKktu2wTI9DbLog,cocaine cinderella,[],jutes,44,205735,0.114,0.62,0.6,0.000531,C#,0.068,-8.421,Minor,0.0515,140.012,4,0.442
3290YP5edpGBoLgoZIGB73,i got this record,[],jwonn,32,238576,0.376,0.707,0.559,0.0,A#,0.108,-4.266,Major,0.0496,77.989,4,0.283
5GID7ibGZrvjxy0Yo9B10y,haunting thoughts - sallapam,[],jyotsna srikanth,32,406653,0.679,0.528,0.697,0.841,G,0.044,-8.064,Major,0.596,126.034,4,0.775
7bnTpiJIOk6EgttlJk4YiW,the curse,[],jzac,50,178583,0.0969,0.854,0.607,0.0,B,0.106,-7.888,Minor,0.163,129.995,4,0.411
2WTMBOIyvBBj2ewJsn8aMm,reverie (vokudraumur),[],jón leifs,30,104000,0.994,0.592,0.00193,0.903,F#,0.087,-41.229,Major,0.133,133.112,4,0.826
6V9hQ6dVr42xlNVoH8r8om,gold laces,[],júníus meyvant,52,220760,0.657,0.614,0.593,0.00525,A,0.13,-7.677,Major,0.0241,94.04,4,0.46
4immekPm8Har57BB9DcDSj,1hunnid,[],k camp,60,215573,0.0946,0.785,0.413,0.0,E,0.126,-11.84,Major,0.151,87.529,4,0.455
0FFp3spjvQYEpYGM2Bjnb7,16',[],k$upreme,49,158270,0.0231,0.875,0.536,0.0,A#,0.0792,-8.967,Minor,0.406,140.072,3,0.909
7rTp2raJelIeqlbtloblgY,15 minutes away,[],k'naan,21,296347,0.0483,0.777,0.883,2.26e-05,C,0.33,-5.257,Major,0.0794,138.609,4,0.943
6WxnwdEaWWb9XtEe79A7Fk,o.n.s,[],k. forest,44,260075,0.0264,0.811,0.596,0.000822,C#,0.101,-4.053,Minor,0.0552,120.013,3,0.247
1lKdkr5awXdc7RQADSS9t0,blinding my vision,[],k. roosevelt,46,256920,0.5,0.784,0.63,0.0238,C,0.115,-5.894,Major,0.0341,91.994,4,0.564
0wCrg1LhgPcGMw51qqpI6k,constant craving,[],k.d. lang,61,277240,0.0603,0.6,0.77,4.79e-06,F,0.0967,-5.559,Minor,0.0302,128.473,4,0.321
2xAYunIkZaOTzbzYM8YM8B,bad vibes,[],k.flay,63,185800,0.0195,0.71,0.716,0.0,F,0.0794,-6.777,Major,0.314,97.974,4,0.602
0bfIWAZTabmsXHBRNHKOeC,kudos,[],ka-li,34,267573,0.782,0.619,0.523,1.25e-06,F#,0.279,-8.935,Major,0.0852,95.094,4,0.323
2TeHsgihhpRsM6KZt5KZss,lisse,[],kaasi,45,329492,0.298,0.967,0.528,0.000175,B,0.196,-11.038,Major,0.321,118.012,4,0.243
5ohYQZfcLlD4Lvf8lt3VCA,"a spoonful of sugar - from ""mary poppins""",[],kacey musgraves,45,218427,0.487,0.486,0.558,0.0,D#,0.135,-8.418,Major,0.0609,112.493,4,0.515
4nKdilQJL8BcWZXGJZzm7G,another time lover,[],kadhja bonet,35,218172,0.564,0.731,0.386,3.98e-05,E,0.113,-8.491,Major,0.0617,120.989,4,0.395
1htpZ2p8i3ThtJdkYknes5,"baby, pick up your gun",[],kai straw,34,259200,0.529,0.741,0.434,0.0,C,0.0757,-5.299,Major,0.0833,74.893,3,0.192
4QnKrqFiQwzKXOJ5sOk53u,miss shiney,[],kaiit,55,192000,0.409,0.749,0.566,0.0,C#,0.0918,-7.793,Major,0.268,72.008,5,0.795
5p0UXw8VPvtgGEgBltcIwU,do you feel this way (feat. whethan),[],kailee morgue,57,218853,0.536,0.687,0.551,0.000195,F#,0.101,-5.212,Minor,0.0708,142.009,4,0.147
2kYfoMA7U0x1eAZev268T0,desperate man (feat. khan) - canson - ray of hope mix,[],kalabrese,46,447095,0.207,0.879,0.495,0.759,E,0.0925,-10.404,Minor,0.0746,116.012,4,0.495
43362urespwVm9Q7Uif1V8,right wit it,[],kalan.frfr,47,173688,0.18,0.808,0.529,0.0,F#,0.0846,-5.719,Minor,0.038,99.905,4,0.142
1Dz8WyBueo5qUSBMmNhtOE,bellaqueo,[],kale “la evolución”,33,232160,0.0821,0.72,0.83,0.028,A,0.36,-7.546,Major,0.317,196.178,4,0.93
2Sqv9Ne6ibOZsKxY7o0t6t,all the pretty girls - recorded at spotify studios nyc,[],kaleo,66,307173,0.845,0.471,0.273,0.0,C#,0.12,-10.072,Major,0.0324,138.683,4,0.188
1FSMOfZ1ulsZjjXJ0y4RaG,trombone concerto: ii. presto,[],kalevi aho,29,358693,0.985,0.346,0.357,0.944,A#,0.14,-18.433,Minor,0.0581,150.479,4,0.359
1otG6j1WHNvl9WgXLWkHTo,"after the storm (feat. tyler, the creator & bootsy collins)",[],kali uchis,71,207455,0.301,0.702,0.659,0.00201,E,0.218,-6.766,Minor,0.13,79.64,4,0.843
7BIOVChPyUpXRUdp6yoKAM,fake decent,[],kami,52,175602,0.115,0.771,0.67,2.58e-06,C,0.0826,-8.156,Major,0.223,148.016,4,0.404
487Dyzs7Xbbk4hIWYyYT80,don't think i'm not,[],kandi,50,243533,0.0661,0.859,0.622,0.0,B,0.0394,-8.196,Major,0.0445,134.007,4,0.433
7wv0Zanc5O6REOUYAK7xMb,my smile is extinct,[],kane strang,53,204684,0.000671,0.717,0.535,0.0533,A,0.102,-8.757,Major,0.0327,117.992,4,0.768
1ZqSfRT2VI2s5MLgjgwxpG,0になって,[],kankakupiero,21,151693,0.0109,0.299,0.997,1.23e-06,E,0.796,-1.064,Major,0.173,188.086,4,0.263
0MXjC5uFzxvT7DuE3oAKb4,bonita bebe (feat. farruko),[],kanti y riko,25,198747,0.0675,0.723,0.888,1.17e-06,G,0.274,-2.803,Minor,0.0376,88.988,4,0.849
4R62rsPg9E9ouKGybBGdE6,a day without a mexican,[],kap g,48,205896,0.0561,0.782,0.889,0.0,F#,0.141,-4.08,Minor,0.0407,100.011,4,0.566
6IHYYjfMY7X5Qu4UhObcp8,mr.,[],kara,51,193855,0.0506,0.781,0.99,0.000562,E,0.234,-1.909,Minor,0.0703,126.049,4,0.787
4NOZ35Dhucr6UlVyLOtktd,dangerous,[],kardinal offishall,63,246053,0.00429,0.951,0.79,0.0,G#,0.0845,-5.79,Major,0.081,117.007,4,0.78
1ZbzWO1MXU3MiWg3lWwAQG,the perfect nanny,[],karen dotrice,24,99600,0.794,0.572,0.00834,0.0,D,0.274,-26.358,Major,0.0516,107.037,4,0.58
0S9pzlpE3P2PtmmY9WgPrc,"bullet with butterfly wings (from ""hanna"")",[],karen o,44,212090,0.113,0.484,0.742,2.14e-05,B,0.134,-5.354,Minor,0.122,110.153,4,0.199
3BWAGI6aYB7P3Y1tv0FvRt,ce rêve bleu,[],karine costa,34,159707,0.747,0.342,0.204,0.0,C,0.111,-14.319,Major,0.0327,125.351,4,0.268
6RjW45KHJ6kgI2xQ1aFa52,acapella,[],karmin,56,198907,0.126,0.667,0.619,0.0,D,0.101,-4.933,Major,0.151,169.865,4,0.427
0c5CeJpuqOYUNoYudHlwiK,bahia dreamin',[],karriem riggins,39,130636,0.402,0.418,0.648,0.858,D,0.0927,-10.455,Major,0.0351,81.705,4,0.724
1TFlvQ12TtF9nHmvXCaLpx,mina områden,[],kartellen,58,276333,0.0534,0.365,0.665,0.0,F#,0.0381,-7.226,Major,0.273,170.435,4,0.605
3rS2lhmnbc0pc7OprcUjmM,run me my money,[],kash doll,51,125680,0.00607,0.871,0.474,0.0,D,0.0765,-11.289,Major,0.425,100.119,4,0.117
58zMzG8anMyslGAM8DbBay,always vibin',[],kash'd out,42,263493,0.0263,0.862,0.562,0.0,D,0.128,-6.001,Major,0.0428,136.111,4,0.824
3U1TuSqHIubBA10cVP7Sk6,i think i'm in love,[],kat dahlia,69,202667,0.137,0.632,0.638,0.0,G,0.125,-6.731,Major,0.0505,121.868,3,0.574
0FYUTxJZvvOVLopuhusqYC,run the show,[],kat deluna,52,213133,0.0717,0.75,0.877,0.000107,C#,0.247,-4.134,Minor,0.0429,105.031,4,0.205
4jadyA9N53rvVjy6KjKAgT,pay attention / in a world of my own,[],kathryn beaumont,35,132640,0.972,0.395,0.0864,0.000116,G#,0.475,-17.428,Major,0.0547,96.824,3,0.176
0lXlx9l0CXCwdxRdXCzdpA,feel alive,[],katie herzig,66,290093,0.113,0.604,0.787,0.0723,G#,0.134,-6.287,Major,0.0299,120.047,4,0.39
2tWHoRQdmZh5wuzVoZPiTI,if you were a sailboat,[],katie melua,50,242627,0.693,0.593,0.242,0.000318,E,0.122,-13.606,Major,0.0399,87.155,4,0.184
4govmU9nWC17G8WRIkhEFh,show you love,[],kato,60,182720,0.289,0.689,0.832,0.0,F,0.0749,-5.149,Minor,0.0745,123.936,4,0.657
05wIrZSwuaVWhcv5FfqeH0,walking on sunshine,[],katrina & the waves,79,238733,0.0116,0.596,0.869,0.173,A#,0.0678,-11.97,Major,0.037,109.902,4,0.944
0RJmnZ23Usaa07LPUe4mGb,another empty bottle,[],katy mcallister,53,228920,0.917,0.561,0.252,0.0,G,0.106,-9.448,Minor,0.0345,144.226,5,0.346
4CY2KTkH9kh1Nw4wDL9xR5,do it like you do,[],kawala,58,199275,0.241,0.653,0.893,0.000778,G#,0.159,-7.654,Minor,0.0562,123.994,4,0.696
5xl3kGoK3namYGZX46Vt0S,keith,[],kaylee bell,54,171537,0.000852,0.6,0.861,0.00115,A,0.0623,-4.214,Major,0.136,103.06,4,0.493
35iNiYHSzx3sv6XuqYh8HJ,at all,[],kaytranada,51,287249,0.0399,0.898,0.471,0.698,D,0.0694,-10.13,Major,0.519,120.099,4,0.41
5heogvCd1aOxXEFAJTJhHA,church clap,[],kb,56,197067,0.097,0.652,0.755,0.0,A#,0.189,-3.883,Minor,0.0538,79.061,4,0.392
4gxEMI1FDylrPF8g4cgXum,i got me sombody,[],kdthesinger,46,244323,0.142,0.581,0.261,0.0,C,0.283,-17.844,Major,0.194,120.205,4,0.651
5hkdfA87RZvNaxl6XiveOA,everybody's changing,[],keane,55,215160,0.00162,0.506,0.833,0.000605,C,0.0909,-3.528,Major,0.0322,94.01,4,0.435
7jlsHi44y1BX7jmJOOMlH5,ariadna (ариадна),[],kedr livanskiy,38,330411,0.112,0.452,0.686,0.901,C#,0.095,-9.752,Major,0.0431,119.974,4,0.273
389hKTL3ZBPPWP3VuXfEyv,alive (feat. coucheron),[],kehlani,52,187991,0.0531,0.598,0.71,0.0,F,0.106,-5.427,Major,0.0554,93.997,4,0.568
2R5JfXPgN0mZORw3wLrSWa,do what i wanna do,[],keith david,23,130867,0.0666,0.509,0.85,0.0,C#,0.0925,-5.286,Minor,0.0502,87.412,4,0.82
2Ha849lW4Tq81nnOIt1pDY,"i can only be me - from the ""school daze"" soundtrack",[],keith john,23,197560,0.904,0.472,0.135,0.0,C#,0.0665,-15.681,Major,0.0354,116.029,4,0.246
3b6wUTEuMoarUGWb9d5kLj,hate it when you leave,[],keith richards,37,298952,0.441,0.77,0.381,0.00331,A#,0.115,-15.085,Major,0.03,104.291,4,0.894
7tE9lGBLlsmEwLklQufHRU,better to have loved,[],keke palmer,51,203833,0.0714,0.685,0.523,0.0,C,0.13,-7.759,Major,0.0525,121.118,4,0.223
54Ev13Dca9qrYZDNLFUYpb,nothing in this world,[],keke wyatt,52,251067,0.203,0.702,0.64,0.0,F#,0.0326,-3.24,Major,0.0479,132.002,4,0.4
4LmzPJDil70LpiApWfOI6O,milkshake,[],kelis,58,182813,0.00933,0.887,0.774,0.0213,C#,0.159,-6.108,Major,0.0434,113.0,4,0.826
4cO70cbK8ThwhbJTLeMWZk,john who,[],kelleigh bannen,38,213960,0.405,0.663,0.663,0.0,F,0.195,-3.326,Major,0.0257,81.027,4,0.571
5OJEYeJhPaczY1BQFZ2yIv,records,[],kelly mcfarling,59,229649,0.964,0.705,0.144,0.0348,A#,0.108,-14.027,Major,0.0502,80.965,4,0.559
31zeLcKH2x3UCMHT75Gk5C,commander,[],kelly rowland,45,218107,0.0173,0.395,0.876,8.46e-06,B,0.362,-3.859,Minor,0.138,124.638,4,0.567
3eGoU7axuRs95XEg2bHgLJ,イカサマライフゲイム,[],kemu,30,246600,0.00129,0.424,0.945,0.132,D,0.391,-4.478,Major,0.31,100.092,4,0.273
5ZrAb1hRGdXKV6sLImKpD1,lullaby for my favorite insomniac,[],kenji bunch,42,231800,0.895,0.344,0.123,0.964,E,0.273,-19.007,Major,0.0368,76.769,4,0.126
5DYm4r2ky4CIxmQez7Kvru,あの日の川(「千と千尋の神隠し」より),[],kenji kanemasu,22,228027,0.99,0.396,0.0769,0.66,A,0.0738,-22.829,Minor,0.053,70.93,4,0.0635
4qyOadjjCJBfjJ9ObMegDT,club goin (feat. mike jones & riff raff),[],kennedy jones,29,217039,0.0236,0.921,0.722,0.0171,F#,0.641,-4.788,Major,0.367,145.031,4,0.64
27PmvZoffODNFW2p7ehZTQ,don't mind,[],kent jones,70,198237,0.0235,0.464,0.771,0.0,G#,0.063,-4.503,Major,0.336,158.777,4,0.69
0u0p8aYH4mPQYeERBElhMR,恋は水色,[],kentaro haneda,30,163627,0.508,0.47,0.479,0.917,G,0.224,-10.976,Major,0.0267,101.974,4,0.308
4o9X00xKxCJA5BTS7F52Vv,"beauty and the beast (from ""beauty and the beast"")",[],kento ohgiya,23,256933,0.987,0.335,0.229,0.911,G,0.0847,-15.054,Major,0.0541,75.722,4,0.128
3Hr9POxMfd4seDFBXi2dXl,following my broken heart,[],kenton bryant,42,202856,0.0303,0.509,0.645,0.0,G#,0.0899,-7.126,Major,0.025,74.96,4,0.451
4d7HyOmNEpi55uv96g4Iyt,buyou,[],keri hilson,41,259213,0.17,0.79,0.715,0.0,E,0.074,-4.643,Major,0.259,85.98,4,0.79
3AaiEsiqHO2ylnnOdWninE,flamingo,[],kero kero bonito,68,197528,0.313,0.788,0.49,0.0,G#,0.0968,-6.287,Major,0.511,177.865,4,0.79
318EGw5ZZB8U5MdMWQwxZQ,bastards,[],kesha,53,231360,0.173,0.498,0.339,0.0,G,0.1,-9.047,Major,0.0281,78.899,4,0.305
5SlU0Yhi51jobhEiGE4xDv,2 soon,[],keshi,60,206512,0.146,0.517,0.663,0.0,F#,0.322,-6.688,Minor,0.0375,174.032,4,0.146
1AUA7JlrARv430PUJRK0Lp,american boyfriend,[],kevin abstract,58,238249,0.0215,0.463,0.698,4.65e-06,C#,0.238,-4.456,Major,0.0368,93.072,4,0.351
4h4tD5u0YMrHRh47sIy1Wl,u mad bro,[],kevin flum,54,229068,0.062,0.779,0.644,0.0,A,0.0929,-6.954,Major,0.3,118.076,3,0.249
3Koo7Qb7BgkwCBpTf1B8hZ,a heart like yours,[],kevin garrett,50,278000,0.858,0.443,0.34,0.0201,E,0.108,-13.01,Minor,0.044,65.007,4,0.115
0wdKiSBUT7aZkXUIdJWcwC,2 phones,[],kevin gates,71,240000,0.157,0.895,0.681,0.0,G,0.189,-5.267,Minor,0.358,121.918,4,0.554
4kRVS1AZ218gzWPDECbxKF,high like this,[],kevin george,45,221197,0.217,0.61,0.581,0.574,F#,0.0809,-10.453,Major,0.0806,198.01,4,0.808
5EjBqevtystTt1VvCZ2E7L,baltimore (county line),[],kevin morby,49,266254,0.306,0.634,0.444,0.00372,D,0.23,-11.571,Major,0.0339,124.941,4,0.407
6iQNWJIsVxSOqu1E7t5mSj,if i were a swan,[],kevin puts,30,382453,0.99,0.157,0.126,0.822,C#,0.0898,-23.562,Major,0.0499,85.357,4,0.0348
6H2wnX7ytNeCKERIVqCwgs,i made it (cash money heroes),[],kevin rudolf,53,249547,0.0481,0.4,0.944,0.0,G,0.345,-2.902,Major,0.184,124.224,5,0.574
4ZEQn8A2wbHR1s5979mTPC,cable guy (feat. jay critch),[],key,48,127868,0.0206,0.966,0.706,0.0,F#,0.0684,-6.179,Minor,0.219,122.055,4,0.537
4W4z7R6KZMFyGEjRk9NT4S,all i kno is trap,[],key glock,49,172814,0.0696,0.863,0.727,0.0,C#,0.346,-6.953,Major,0.191,126.024,4,0.636
0XHlLhgUHwktBr4veFM0yF,this is heartbreak,[],keywest,48,192108,0.465,0.646,0.499,0.0,D,0.394,-7.617,Major,0.0597,83.94,4,0.421
2LFELeRAne8UMsIlQJcGYM,9pm on a sunday,[],khai dreams,50,84000,0.574,0.793,0.356,4.27e-06,C#,0.0812,-16.942,Minor,0.143,79.992,4,0.501
5bgwqaRSS3M8WHWruHgSL5,8teen,[],khalid,79,228600,0.225,0.83,0.585,0.00209,C#,0.0576,-5.802,Major,0.0366,105.03,4,0.642
0TBFJanfWaByPIi3f7RR82,waiting,[],kian,77,215653,0.372,0.787,0.448,0.0,E,0.0779,-7.671,Minor,0.0508,138.03,4,0.471
0mYNxaedZsptTWmaqy2PoB,big spender (feat. prince charlez),[],kiana ledé,64,195173,0.128,0.587,0.739,0.000386,C#,0.388,-5.41,Minor,0.254,78.796,4,0.865
1mAVJMb2nREYO0Kt34263f,company - kiasmos remix,[],kiasmos,41,365280,0.0996,0.739,0.522,0.87,A,0.108,-12.527,Minor,0.0681,120.019,4,0.325
75ToackOie9J7ZptaPbPxY,rowdy blues,[],kid bailey,24,180976,0.994,0.589,0.116,0.0419,C,0.122,-17.218,Major,0.0463,97.815,3,0.577
1qRsC0QNSTXiTvHeeUlN5k,different state of mind,[],kid bloom,64,225532,0.715,0.658,0.393,0.209,B,0.173,-9.96,Major,0.0363,141.037,4,0.74
5CDbBUBP3NLNwaBrVrGuTQ,dead roses,[],kid buu,50,137021,0.0245,0.729,0.86,0.0,B,0.129,-5.798,Minor,0.0585,77.52,4,0.523
3HG3QFERdP3Q1b6VGahwWs,alive (nightmare),[],kid cudi,56,246760,0.264,0.708,0.806,0.0,F#,0.163,-4.849,Minor,0.0391,101.783,4,0.708
5usrpSGlv01RsLSuhYFqOo,bad lil vibe,[],kid ink,48,213573,0.169,0.768,0.592,1.46e-05,F,0.112,-5.649,Minor,0.184,146.014,4,0.788
6vl5ghDnotGACfQy6JDYzY,a song to sing (feat. mark battles & devvon terrell),[],kid quill,65,185487,0.209,0.745,0.741,0.0,D,0.51,-7.212,Major,0.184,94.002,4,0.48
5rX6C5QVvvZB7XckETNych,all summer long,[],kid rock,73,297587,0.0212,0.7,0.864,0.0,G,0.0956,-3.629,Major,0.0283,102.997,4,0.887
7dI3HTnuicC2aKkXigoFS2,777,[],kid trunks,70,180707,0.325,0.793,0.312,0.00324,D#,0.111,-12.01,Minor,0.0602,84.97,4,0.525
0iKDG4c74VfvqrdkkCKhgy,canon in d - pachelbel,[],kiddie village,22,188880,0.926,0.507,0.179,0.95,D,0.277,-14.039,Major,0.03,82.023,4,0.21
6JyEh4kl9DLwmSAoNDRn5b,4th dimension,[],kids see ghosts,72,153351,0.278,0.765,0.542,1.87e-05,C#,0.609,-6.755,Major,0.39,171.945,4,0.734
3XzhyJvcEb5Pu4eQ5xvWJX,come back (feat. gnash),[],kidswaste,41,213587,0.253,0.794,0.725,0.00965,B,0.104,-9.859,Major,0.095,100.015,4,0.409
29G1ScCUhgjgI0H72qN4DE,aaaaa,[],kiefer,41,214751,0.536,0.528,0.561,0.0353,C#,0.114,-8.617,Major,0.0827,144.034,4,0.607
33NeF2YDygWGk30EOEYxj0,1%,[],kiiara,47,223466,0.0516,0.764,0.852,7.54e-06,D,0.37,-5.546,Major,0.164,112.042,4,0.528
5KmoFDl2myBmGLHV6py8JP,devorar tu cuerpo,[],killatonez,24,239307,0.274,0.771,0.689,1.06e-06,A#,0.348,-4.358,Minor,0.0485,180.033,4,0.86
6Ya68IPjptq1DYiQsqGpEU,envious (feat. juicy j),[],killumantii,61,216630,0.00858,0.885,0.735,0.0,B,0.0976,-6.869,Minor,0.19,150.98,4,0.892
70QV2FCEWH7SZK6wZJtXLk,anti everybody,[],killy,61,156368,0.27,0.876,0.621,0.0,A#,0.138,-6.611,Minor,0.278,134.978,4,0.697
0odIT9B9BvOCnXfS0e4lB5,bette davis eyes,[],kim carnes,73,228000,0.0204,0.675,0.649,0.0,F,0.0959,-10.271,Major,0.0319,116.624,4,0.596
53lveCNzCpilUp0GxU3cZ1,can't do better,[],kim petras,50,188616,0.0668,0.45,0.661,1.17e-06,G,0.144,-4.711,Major,0.0372,132.185,4,0.279
02SQcBSULnUUm3QHxbF8H9,kids in america,[],kim wilde,55,205640,0.0762,0.565,0.853,0.0,E,0.165,-2.333,Major,0.0519,159.332,4,0.338
6mEDMe0zG5pYrsRxizjauk,cameo lover,[],kimbra,43,242587,0.156,0.654,0.922,0.0,C#,0.128,-3.663,Major,0.0498,127.047,4,0.669
6t2dHDQMpBlHH0vrHIifaz,members only shit,[],kin$oul,57,158067,0.138,0.877,0.803,9.19e-06,A,0.558,-6.021,Major,0.337,129.965,4,0.675
4nlry8WISrv04S1E619p3A,are you still with him,[],kina,55,193567,0.923,0.613,0.322,0.00087,D,0.35,-14.461,Major,0.0367,119.968,4,0.316
0KsdO4fyM9oROmHOT667lN,hard to believe - radio edit,[],kindness,44,150013,0.0294,0.635,0.658,0.0,C#,0.102,-7.321,Major,0.176,167.941,4,0.795
1jhtxc7ON8ZzgvWGPwWXUN,baby blue,[],king krule,57,215507,0.613,0.468,0.331,0.00108,D#,0.129,-11.052,Major,0.036,102.448,4,0.09
0CZ8lquoTX2Dkg7Ak2inwA,1950,[],king princess,84,225133,0.648,0.6,0.535,4.7e-06,E,0.162,-7.043,Major,0.107,71.912,4,0.269
4hGOhC87bn7JBdYykOJJvJ,i'd rather dance with you,[],kings of convenience,58,209027,0.329,0.843,0.833,0.0567,C,0.126,-6.156,Minor,0.0341,141.99,4,0.972
3Hq3RKDkxVUJAqXegdf5Bq,arizona,[],kings of leon,55,290093,0.0146,0.506,0.523,0.232,E,0.0874,-6.809,Major,0.0302,154.053,4,0.348
6nBTVk1WEkzYbbdGJUqo2G,downtime,[],kirk knight,54,247202,0.206,0.501,0.903,0.0,A#,0.155,-4.327,Minor,0.12,131.957,3,0.432
0wUB0w6d8eWcreo4G9jTLl,date night (same time) [feat. chris brown],[],kirko bangz,55,226088,0.23,0.791,0.67,0.0,A,0.114,-5.707,Minor,0.147,129.903,4,0.765
6yt0j9NLA4s46AWkyHORVb,bright whites,[],kishi bashi,44,253132,0.0351,0.558,0.856,0.0,G,0.395,-7.055,Major,0.041,108.194,4,0.588
33DNR39bb9soGLAinoI7pi,cut yr teeth,[],kississippi,51,186856,0.0608,0.58,0.541,0.0,D,0.148,-6.438,Major,0.0311,117.065,4,0.238
09TSAykx6dM7ml7oX5mrbn,damage done,[],kita alexander,55,238343,0.106,0.752,0.484,0.0,F#,0.104,-7.388,Minor,0.0306,117.984,4,0.686
6i7n4C2mSx6WEmfFEhPWYf,everest,[],klangstof,49,200992,0.256,0.491,0.45,0.000505,A#,0.0684,-9.123,Minor,0.0297,153.964,4,0.308
21EYjv8ms73J6bUMmiKSk2,bastian's happy flight,[],klaus doldinger,30,195480,0.214,0.486,0.655,0.956,G,0.109,-12.598,Major,0.0338,142.435,4,0.676
1B3x1uT4WMuFD84IxcOiki,candid,[],kllo,54,243511,0.344,0.746,0.75,0.0468,B,0.0771,-7.276,Minor,0.0365,144.027,4,0.453
01kWL1mMqJ7yGxv9dHg4xB,confundido,[],klub,43,245130,0.112,0.847,0.603,0.0283,E,0.249,-6.763,Minor,0.039,126.026,4,0.894
6FI9HEkxiYljt06KHdmpKE,pretty way to fight,[],knox hamilton,46,203667,0.00725,0.525,0.893,0.0576,C#,0.219,-4.776,Major,0.0665,153.996,4,0.336
0uOCcuZWM1XbZFqf9dkxLG,kometostai.aintreallynootherwaytoputitro,[],knxwledge,48,73898,0.399,0.576,0.636,0.0513,E,0.23,-8.688,Major,0.0755,78.244,4,0.438
1eWgpttVTIHNUdSZmY2lNb,aunque intentes,[],kobi cantillo,45,199482,0.381,0.799,0.562,0.0,F#,0.123,-7.43,Minor,0.0575,93.047,4,0.742
6WNekKZLNcUthzBAHugrON,6th sense,[],kodak black,57,194297,0.0056,0.761,0.617,0.0,C#,0.17,-5.022,Major,0.0564,80.52,4,0.295
2PwXOevGUSkU8qaYZjgLq2,all i want,[],kodaline,72,305747,0.172,0.209,0.412,0.15,C,0.0843,-9.733,Major,0.0443,86.26,3,0.162
7jpXUW6kpjAxUhcnobO8IW,love & drugz ii,[],kodie shane,60,188775,0.124,0.659,0.429,0.0,B,0.41,-7.959,Minor,0.0758,93.999,4,0.0396
