artist_name,track_name,track_id,popularity,acousticness,danceability,duration_ms,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,valence
heritage singers,medley: he touched me / there's just something about that name / sheltered in the arms of god / because he lives (live),1kYKP3KPZBeONzsnukBsKv,30,0.853,0.125,346227,0.349,8.25e-06,A,0.699,-11.82,Major,0.0305,77.729,3,0.182
israel & new breed,medley: hosanna / moving forward / where else can i go - live,47lc1fehMa9B2IKyZLUvmI,34,0.016,0.263,526427,0.698,8.61e-05,A,0.645,-6.392,Major,0.048,142.014,4,0.0989
sam cooke,medley: it's all right / for sentimental reasons - live,5YOdDTcnCGOBm1SvzIVuPs,46,0.346,0.303,311773,0.744,0.0,C,0.782,-5.813,Major,0.0394,93.348,4,0.541
rodrigo y gabriela,medley: one / take 5 - live,7t6xVvCTjkISbCOkkN4mzW,24,0.918,0.497,910120,0.336,0.889,E,0.243,-17.94,Minor,0.044,126.185,4,0.472
josé carreras,memory / ochi tchorniye / caminito / la vie en rose - live,0dN6V9axLS406JDCQf8BD6,30,0.959,0.215,414173,0.319,0.000182,D,0.767,-12.524,Minor,0.0431,69.535,4,0.334
amanda lindsey cook,mercy (live),6175vpKRxCWJ5aEWvJXAsS,59,0.0958,0.294,352394,0.522,0.00103,F#,0.158,-9.188,Major,0.0367,122.152,4,0.105
hillsong united,mercy mercy - live/acoustic version,1JaSxYc2CbtkqdLSLCWspU,36,0.49,0.414,307320,0.289,4.38e-06,A,0.138,-13.433,Major,0.0281,78.95,4,0.0393
jimi hendrix,"message to love - live at filmore east, new york/1970/1997 digital remaster",24mNRvLwS1VpaAWaCdGV9n,26,0.0166,0.378,325800,0.773,0.0102,B,0.207,-6.689,Major,0.0484,115.963,4,0.679
the blues brothers,messin' with the kid - live version,4dHeBVpuKV1LXIrjrwVUn8,29,0.315,0.609,174000,0.795,0.00112,F#,0.701,-8.058,Minor,0.139,135.221,4,0.84
united pursuit,met by love (live),5qmpdkSWsF8WWqmzw7U3ts,48,0.327,0.401,329920,0.352,1.61e-06,C,0.0841,-11.264,Major,0.0283,75.246,4,0.0983
bethel music,mi esperanza está en jesús (live),38e9daXegEIuNlP7lMII4Z,46,0.00436,0.408,291987,0.56,0.0,A,0.102,-7.162,Major,0.0341,144.075,4,0.14
hillsong en español,mi roca - live,5u7yVQIBrav9jqv6aFvmEZ,42,0.00525,0.392,411360,0.592,1.01e-05,C,0.366,-7.125,Major,0.0296,142.919,4,0.214
hillsong en español,mi todo - live,5bvmiAoC5Ci1qN4NQpC7e3,34,0.0442,0.124,340440,0.761,0.0,B,0.121,-6.409,Major,0.0493,80.242,4,0.159
tyler childers,middle ground (live),53fgAlQyKOTD09UYwyDtRp,48,0.427,0.354,174893,0.395,0.00328,C,0.411,-12.568,Major,0.0702,200.46,4,0.495
chris tomlin,midnight clear (love song) - live,6CqJdkzVTw2c9SPKVqBfeQ,27,0.175,0.456,265347,0.394,0.0,A#,0.122,-8.266,Major,0.0276,143.903,3,0.222
bob marley & the wailers,midnight ravers - live at leeds 1973,7bejqrvBAuIzVgooYHTPur,28,0.372,0.498,388920,0.719,0.00025,F,0.421,-10.827,Major,0.187,178.969,4,0.73
kip moore,midnight slow dance - live,383y8d09PKXq0otylvkr0U,38,0.0153,0.666,209787,0.822,4.63e-05,D,0.0967,-4.029,Major,0.03,123.985,4,0.442
kristene dimarco,mighty - live,2aRrfyeFss5aSjttLyJsB3,28,0.0117,0.315,296079,0.446,0.0,C,0.771,-10.292,Major,0.0305,125.789,3,0.0796
jesus culture,mighty breath of god - live,6FMZ6NbXGeIJARolYyheGB,32,0.0238,0.227,394453,0.673,3.62e-05,G,0.708,-5.334,Major,0.0409,142.003,3,0.117
michael w. smith,mighty to save (live) - digital edit,5tDljUKo2Cv9w1dnxXY4mu,28,0.073,0.358,514293,0.682,1.36e-06,A,0.422,-7.644,Major,0.0343,153.942,4,0.103
hillsong united,mighty to save - live,2XVluRr8S9WV0ku8gH05hP,48,0.113,0.327,303800,0.776,7.14e-06,A,0.655,-6.675,Major,0.055,150.88,4,0.149
hillsong worship,mighty to save - live / the very best of hillsong live album version,4cQeL2M2MUofFMRF57c3IH,26,0.0667,0.461,310521,0.73,5.97e-06,A,0.0841,-7.938,Major,0.0438,145.939,4,0.24
hillsong worship,"mighty to save - live at sydney entertainment centre, sydney, australia/2006",1tvwBvLun5paMzlwaW8q1q,58,0.0757,0.45,406774,0.782,0.0,A,0.0818,-6.92,Major,0.046,146.041,4,0.244
darius milhaud,"milhaud: la création du monde, op. 81b: i. prelude (live)",6RYfumCvLqDklZ61fnQtVx,29,0.982,0.165,299627,0.102,0.896,D,0.2,-17.65,Minor,0.0399,97.443,4,0.0628
dustin lynch,mind reader - live from spotify nyc,2WlTxJYNgEB4Udrj09EpM4,38,0.553,0.592,184826,0.905,0.0,G,0.735,-4.324,Major,0.214,80.204,4,0.692
bill evans trio,minha (all mine) - live,66XKsvY4Bf7uvE50rmi1pp,43,0.911,0.271,228575,0.221,0.804,B,0.705,-18.495,Minor,0.0399,73.612,4,0.156
matt corby,miracle love - live,2QepPbHI89e5Qbtp8gAo5f,33,0.0591,0.415,363600,0.41,3.95e-06,G,0.22,-11.139,Major,0.0835,181.383,3,0.283
kim walker-smith,miracle maker - live,7kCVKLO70JiyH2ZVGs504r,33,0.0661,0.184,413173,0.313,0.00703,E,0.243,-9.766,Minor,0.0317,143.764,4,0.0493
jesus culture,miracles - live,3sS3krMEoOsTSAPNtsTobt,58,0.00122,0.375,518680,0.681,0.00265,D,0.632,-7.758,Major,0.0404,143.885,4,0.0677
life worship,miracles happen - live,0axrsIT5O3FBSVwk3NuqJN,29,0.0193,0.453,404684,0.515,0.0,A#,0.609,-8.899,Major,0.0268,148.022,4,0.131
lalah hathaway,mirror (live),6O6sozREdu2vsYt0ToSlyA,49,0.741,0.472,233827,0.317,0.0,G,0.153,-12.154,Major,0.0309,65.108,4,0.0633
nina simone,"mississippi goddam - live at carnegie hall, new york/1964",2UG2WPDBg6tQ8nhi1cqJRP,34,0.675,0.551,296600,0.316,0.0,E,0.321,-13.047,Minor,0.0618,157.52,4,0.872
nina simone,mississippi goddam - live in new york/1964,1XaSgwyBiioxTuWfruk0XW,38,0.684,0.552,296600,0.317,0.0,E,0.365,-12.901,Minor,0.0688,159.037,4,0.853
influence music,mistakes - live,6l1p4pmnd6ppLHQQw8Mux9,51,0.196,0.36,337574,0.583,4.82e-05,G,0.397,-6.997,Major,0.0373,77.082,4,0.138
influence music,mistakes - live/extended,06bww52JCeGAMmSrBS0BUJ,23,0.118,0.375,582826,0.637,1.58e-05,G,0.622,-6.501,Major,0.0383,76.926,4,0.109
snarky puppy,molino molero - live,2QTAOaxrzCe8PTH5uMc3qe,33,0.117,0.758,330131,0.577,0.0166,E,0.662,-11.854,Minor,0.0778,111.958,4,0.814
franz schubert,"moment musical, op. 94, d. 780: no. 3 in f minor - live",6zzn6E0PT9kXZYkmDTOhGS,39,0.992,0.51,151520,0.0885,0.88,F,0.683,-27.083,Minor,0.0676,81.7,4,0.396
los cafres,momento - versión 25 años [live],00rBZrXRiVFTq21bksu4Xd,39,0.227,0.45,285187,0.684,0.0,D,0.649,-6.714,Major,0.0443,88.182,4,0.302
kevin hart,mona's introduction - live,3NBDKUW8rvMtnpyZRCd2hO,28,0.596,0.67,37960,0.55,0.0,C#,0.707,-7.358,Major,0.665,107.966,5,0.902
kenny dorham,"monaco - live set #1 from cafe bohemia, new york, u.s.a./1956; alternate take; rudy van gelder edition; 24-bit mastering/2001 digital remaster",232yJTrTCovc2h5hJ0BLFr,47,0.735,0.557,333893,0.488,0.00652,C#,0.146,-9.451,Major,0.0413,105.001,4,0.449
dj shadow,"mongrel show - live at albert hall, manchester, england, 2017",6fCxzdXtvi6Q72m9TfnS92,32,0.146,0.675,534640,0.92,1.1e-06,E,0.696,-6.6,Minor,0.214,92.026,4,0.325
nofx,monosyllabic girl - live,38vz79hM5UT5ex4w8KcQZm,25,0.000527,0.582,52173,0.907,0.0,C,0.792,-8.596,Major,0.044,119.401,4,0.901
ramshackle glory,more about alcoholism - live,5k0s5hhttzd1mfspIvP3Wu,40,0.112,0.494,163280,0.726,0.0,D,0.647,-5.544,Major,0.0487,104.792,4,0.751
israel & new breed,more and more - live,7KRJFs6ptXzFv4k0sIafhu,37,0.0277,0.384,655867,0.785,0.0,G,0.0987,-5.901,Major,0.0457,160.14,4,0.162
passion,more like jesus - live,54o7m2sWPTagySKiaPPpT2,51,0.0274,0.404,338694,0.676,0.0,A#,0.352,-5.468,Major,0.0354,144.056,3,0.163
rebelution,more love - live,6gRijwZMqAN0gKHP0ojLcP,37,0.203,0.674,147821,0.797,2.97e-06,A#,0.28,-5.101,Major,0.034,78.057,4,0.517
michael w. smith,"more love, more power - live",4EQYur0tRZpHbQJxgCRy4Q,37,0.74,0.226,310293,0.275,9.42e-05,G,0.344,-13.02,Minor,0.0302,142.075,4,0.151
corey voss,more than anything - live,1KRr2mxRM0BPNoqMVg7fHX,34,0.425,0.361,420693,0.439,0.0,D,0.188,-8.443,Major,0.0282,77.985,4,0.0923
vertical worship,more than i deserve - live,4wJ1T4KexnuphXv0bHWyWa,29,0.424,0.439,283680,0.595,0.0,E,0.0771,-6.21,Major,0.027,77.021,4,0.352
hillsong united,more than life - live,10VGgBm3qvmV7raC1nF26t,24,0.287,0.389,411467,0.468,0.000482,G,0.135,-8.829,Major,0.0277,140.117,4,0.185
seu worship,more than miracles - live,5x9aewNEQ5NK27znZ82wsW,35,0.00598,0.492,272320,0.844,0.0,E,0.761,-4.315,Major,0.0497,138.022,4,0.364
passion,more to come - live,52zMLutXNrudtVisjYka57,50,0.0663,0.255,400160,0.567,0.0,C,0.101,-7.745,Major,0.0384,149.801,4,0.135
hector & tito,morena - live,3GdgaYbCbalRafRgMeWmzj,20,0.28,0.795,186320,0.833,0.0,C,0.0908,-4.291,Major,0.0817,94.004,4,0.817
soja,morning - live in virginia,1W5cpmg14E9CfOeVYqN8nk,41,0.00207,0.439,227133,0.645,5.46e-05,F#,0.7,-9.305,Minor,0.157,75.43,4,0.451
phish,most events aren't planned (live) - 8/6/17 glazed,3EwnfZ4c1o0aER2GZwDG8z,26,0.215,0.466,673305,0.658,0.73,E,0.693,-10.645,Minor,0.0486,129.722,4,0.537
hillsong worship,mountain - live,4tWNu5AALsWaIIrhEgInhW,32,0.0354,0.326,407613,0.652,7.24e-05,D,0.711,-7.39,Major,0.0354,155.917,4,0.173
planetshakers,move out of my way - live,3fn2NbDRePIOkTVI4goYXl,40,0.00039,0.642,235491,0.938,0.00019,C#,0.723,-4.354,Minor,0.0596,119.993,4,0.62
citipointe live,mover of mountains (live),7tj72TNjfyaYeYyQ01yNhP,56,0.00942,0.327,344987,0.66,0.0,C,0.726,-6.796,Major,0.0351,173.013,3,0.134
5 seconds of summer,moving along - live,5O7vrHibDU6bLfBLTHYUBD,50,0.00225,0.574,246441,0.955,0.0,D,0.751,-4.042,Major,0.0776,149.934,4,0.601
israel houghton,moving forward - live,7mCIsVQAxwucYvmPpxROKD,28,0.071,0.386,265214,0.927,0.0,D,0.367,-3.509,Major,0.0886,148.153,3,0.254
wolfgang amadeus mozart,"mozart / arr grieg: piano sonata no. 16 in c major, k. 545: i. allegro (arr. grieg for 2 pianos) [live]",6LKsT6X9BxMK8ePCDNRLal,62,0.99,0.401,283213,0.14,0.929,C,0.078,-22.696,Major,0.0338,130.037,4,0.326
wolfgang amadeus mozart,"mozart: sonata for 2 pianos in d major, k. 448/375a: ii. andante (live)",1i8tzGQ59LjKqs1DzmAs4z,30,0.994,0.368,620293,0.0224,0.918,G,0.129,-31.261,Major,0.0364,98.118,4,0.247
dave brubeck,mr. broadway - live,5mkDEVVqLe1TvYxavjvKkg,31,0.319,0.532,439160,0.399,5.52e-05,F,0.663,-16.408,Minor,0.0432,124.969,3,0.561
ms. lauryn hill,mr. intentional - live,67spVDaPSaWeoKMzWmlR7l,45,0.672,0.517,418893,0.574,0.0,G,0.697,-7.614,Minor,0.285,170.117,4,0.727
counting crows,"mr. jones - live at chelsea studios, new york/1997",0waRf9ctHjM169N6rWtKx1,42,0.614,0.481,317333,0.644,0.0,C,0.718,-7.933,Major,0.0957,147.932,4,0.424
rodrigo y gabriela,mr. tang - live,74JODLYg2b1XZ4nbBULew4,24,0.846,0.509,218987,0.717,0.894,E,0.685,-10.93,Minor,0.0521,146.969,4,0.555
jerry goldsmith,mulan suite (arr. a. courage for orchestra) [live],473yCPOxCxqYauidjfNsYk,37,0.842,0.24,447947,0.132,0.612,C,0.12,-17.961,Major,0.0354,77.803,4,0.172
gov't mule,mule (live),6B2H7vmKo19ckl8GP2eH1R,26,0.0167,0.346,616587,0.982,0.491,D,0.79,-4.221,Major,0.0876,105.498,4,0.275
north point insideout,multiplied - live,1WUHUVDzOpY4d3jKE4Wjir,28,0.0535,0.516,268999,0.943,3.07e-06,G,0.699,-4.562,Major,0.0955,120.09,4,0.106
desperation band,multiply - live,5lFg03w6boYlO6C1d2WDZD,23,0.0885,0.292,455187,0.771,0.0,G,0.71,-5.906,Major,0.0748,147.721,4,0.216
nofx,murder the government - live,7xW9Ux44ZLMdgSoA21Dxco,26,0.114,0.283,72080,0.651,0.0,C,0.617,-8.518,Major,0.0938,75.692,4,0.169
keys n krates,music to my ears (feat. tory lanez) - live,22W0U2LqKrL0NBmfBb0hO7,35,0.123,0.42,253500,0.649,7.34e-06,C,0.766,-7.653,Minor,0.118,97.645,4,0.198
christy nockels,my anchor - live,2LczyR2lRYvRMUEPlxyRiT,31,0.168,0.496,275973,0.668,0.0,F,0.71,-6.209,Major,0.0381,75.002,4,0.336
gary clark jr.,my baby's gone - live,11gq3zVnGR7SGbtF1kuIKS,41,0.926,0.412,245120,0.143,0.121,G,0.491,-14.639,Major,0.0572,168.571,3,0.25
bob dylan,"my back pages - live at madison square garden, new york, ny - october 1992",0bIGNGUqgpB82sAksxonkZ,48,0.00907,0.439,279907,0.867,8.93e-06,E,0.679,-7.722,Major,0.0618,129.103,4,0.318
passion,my delight is in you - live,7molKYdQEttMkSXsWEx9CD,28,0.531,0.324,396000,0.518,8.13e-05,G#,0.685,-6.362,Major,0.0377,76.163,4,0.105
chuck berry,my ding-a-ling - live,5rJvilorz6UVTvjEHoPZV4,41,0.799,0.763,223573,0.51,0.000564,E,0.0768,-9.823,Major,0.215,144.385,4,0.817
gateway worship,my everything (live) [feat. kari jobe],2WFP4Z4rdLYZRk4DP0fe5s,26,0.981,0.271,279092,0.172,3.87e-06,E,0.266,-12.193,Major,0.0391,118.897,4,0.237
jesus culture,my everything - live,7HBLE1aS5aP8ZImhLvnpYF,28,0.0867,0.355,546854,0.671,0.0445,B,0.332,-5.836,Major,0.0339,132.111,4,0.118
bill evans trio,my foolish heart - live,5ARta7jvD6MRUiSk54jY5r,54,0.92,0.392,298000,0.13,0.501,A,0.624,-23.293,Major,0.0341,115.285,4,0.125
all sons & daughters,my god my king - live,5NxHaRqaOVjWzkiRTa5lZD,34,0.104,0.346,150107,0.437,0.0,D,0.539,-6.998,Major,0.0318,140.099,4,0.264
hillsong worship,my heart is overwhelmed - live,2jjbA3klCErMj1bn97Iiuk,23,0.58,0.42,311107,0.505,0.00433,E,0.153,-8.146,Major,0.029,114.944,4,0.161
willie nelson,my heroes have always been cowboys - live,6LwFptnDWoGKTdhAFNjVQF,45,0.817,0.255,153000,0.417,0.0413,G,0.769,-10.918,Major,0.0538,79.532,3,0.346
alabama,my home's in alabama - live,63fI8hzSrsXNGl0CMju2DW,44,0.276,0.366,386027,0.479,0.0114,G,0.136,-9.774,Major,0.0438,80.842,4,0.397
darlene zschech,my jesus i love thee (i love you jesus) - live,7ljd8hKgI40ZptHLPyclKv,32,0.484,0.164,478360,0.408,2.29e-05,E,0.691,-8.25,Major,0.0321,136.826,4,0.0796
north point insideout,my life - live,5OHARjeDwp8WCtSqFqAxB3,31,0.00623,0.596,343999,0.949,5.25e-06,B,0.722,-3.912,Major,0.0455,109.969,4,0.47
mxpx,my life story - live,6onXfBZzyCmKtzWGT5w3qM,26,3.92e-05,0.126,206360,0.97,0.0175,C#,0.369,-6.574,Major,0.0838,186.987,4,0.306
rend collective,my lighthouse - live,7DwexLUJZ9ekNPa2DJTtbG,34,0.00691,0.52,339839,0.884,0.0,C,0.702,-5.223,Major,0.0373,110.023,4,0.401
bill evans trio,"my man's gone now - live at the village vanguard, nyc; 6/25/1961",1wCe7Rl3SRopd2hZxny2Zg,35,0.927,0.401,384880,0.177,0.938,A,0.533,-23.494,Minor,0.0345,102.728,3,0.0818
jesus culture,my one my all - live,6xvDHaC7PfaZmQqF0qgQKU,48,0.0005,0.359,362063,0.785,0.0,C#,0.611,-5.505,Major,0.0518,76.978,4,0.128
the glorious sons,my poor heart - live at longboat hall,0xW93m4dnZMyJQubu9EzNQ,34,0.351,0.514,303336,0.824,0.0,D,0.505,-4.499,Major,0.339,88.042,4,0.35
hillsong worship,my redeemer lives - live,0Ks2DMprGYoWJLJiUVj2KL,28,0.019,0.536,238173,0.844,0.0,E,0.106,-4.758,Major,0.0542,131.821,4,0.617
aaron shust,my savior my god - live,3QJYGjcUJ8C12BMzIWPpJK,35,0.57,0.533,304613,0.529,0.0,D,0.16,-6.681,Major,0.0248,77.979,4,0.189
jesus culture,my soul longs for you - live,5x5AACQgT2yK4VWwNn1bjO,45,0.181,0.24,469760,0.715,6.64e-05,C,0.751,-6.245,Major,0.0466,93.716,4,0.072
hillsong worship,my story - live,4JC7aYhv8LSO3mi1dwpfMu,29,0.0122,0.443,299280,0.604,0.0,G,0.68,-6.212,Major,0.0291,147.992,4,0.299
shane & shane,my worth is not in what i own (live),3zmPTvJgeYFrCnHvxopqHx,39,0.732,0.485,293079,0.53,1.01e-06,E,0.694,-7.517,Major,0.0388,123.998,3,0.172
portishead,mysterons - live,4WtmECNXQ6ljgndsR8vKqU,37,0.422,0.385,344067,0.669,1.45e-05,F#,0.739,-6.732,Major,0.124,163.689,4,0.283
ms. lauryn hill,mystery of iniquity - live,5KZwRD3KklSP73jnLoNWtF,44,0.54,0.65,310733,0.428,0.0,D,0.771,-10.998,Minor,0.699,74.3,3,0.626
cory henry,naanaanaa - live,7ajLjnOt7dbDVr59x9xsv6,41,0.333,0.778,414427,0.556,0.000407,G#,0.522,-11.67,Major,0.199,97.904,4,0.687
hillsong united,nadie hay como tu (no one like you) - live,7lkuGAsioGcdSgGej1neSb,26,0.51,0.242,157760,0.329,0.0143,E,0.129,-11.379,Minor,0.0329,142.393,4,0.0527
rend collective,nailed to the cross - live acoustic session,1cjYHvln3QhTU4gFh7WlKc,34,0.00177,0.367,245998,0.684,2.02e-06,A,0.0879,-5.663,Major,0.04,79.808,3,0.277
jenn johnson,nearness (live),241rchyLTZnB5A5FAN6wbb,42,0.648,0.413,314255,0.332,0.00022,B,0.115,-10.274,Major,0.027,73.957,4,0.108
will reagan,need you more (live),5uuoZVzUymOsFTZR9GroHE,33,0.683,0.493,299675,0.359,0.000387,A#,0.0692,-10.083,Major,0.0278,60.925,4,0.3
gary gulman,netflix/quinoa - live,1p319V4w1bH8I7Vfuc8EZK,24,0.859,0.474,273049,0.589,0.0,F#,0.757,-16.02,Minor,0.951,84.737,5,0.442
hillsong young & free,never alone - live,7si8oZ1svSrlCrIiWycEjg,38,0.00155,0.197,277320,0.617,0.0,C,0.714,-7.246,Major,0.0355,139.916,4,0.111
hillsong worship,never forsaken - live,4SQyhPhgIS3gYc4Wec1Ybw,35,0.0623,0.403,276280,0.419,5.47e-06,C,0.15,-9.708,Major,0.0305,143.843,4,0.118
worship central,never give up - live,0WZmgpwkPU9rRW2zi1c8PI,30,0.00063,0.55,210440,0.809,0.0,D,0.391,-7.927,Major,0.0394,109.941,4,0.209
united pursuit,never going back (live) [feat. brock human],4DmEUh51ANACrLZOzNHR5C,49,0.671,0.407,543267,0.312,0.00492,C,0.119,-10.364,Major,0.0269,134.96,4,0.121
israel vibration,never gonna hurt - live 95,51CtJIYwcuomjzr6MYY5xw,30,0.139,0.818,257733,0.691,1.16e-06,C,0.728,-5.144,Major,0.0756,144.177,4,0.937
jesus culture,never gonna stop singing - live,3aQEwFycSNOK5Dus4bog5T,50,0.00112,0.566,264920,0.893,0.0,A#,0.6,-5.644,Major,0.0366,112.015,4,0.292
covenant worship,new every morning - live,0CTwaBq2kns38LxBjcgECJ,27,0.0567,0.447,323489,0.982,0.0,E,0.703,-5.034,Major,0.181,159.996,4,0.312
citipointe live,new heart (live),66tJgjEOxriBuCXn1tjWY2,30,0.00116,0.527,206507,0.72,0.0,A,0.142,-6.439,Major,0.0385,128.029,4,0.156
mosaic msc,new heart - live,1ugeoEmrLpmZKRBPWo5JuA,33,0.044,0.539,296532,0.938,3.26e-05,E,0.771,-5.239,Major,0.0339,145.012,4,0.576
tab benoit,new orleans ladies - live,68yAgmqNzFE2dnBKOfLmLM,23,0.637,0.406,339893,0.497,0.000162,B,0.67,-6.815,Major,0.0293,125.91,4,0.312
sublime,new thrash - live at kommotion/1994,2EvfYuXQKTwh2E197agK7t,24,0.00076,0.334,63800,0.983,0.0205,D,0.139,-4.954,Major,0.217,115.695,3,0.217
hillsong worship,new wine - live,1MX4dx6yNvAH2GjIVsUF4h,62,0.065,0.377,490000,0.31,0.0,A#,0.114,-10.067,Major,0.029,140.212,4,0.145
lcd soundsystem,"new york, i love you but you're bringing me down - live at madison square garden",6TQuiL5lY6mULveuvY1s7h,38,0.00887,0.237,594867,0.491,0.38,F,0.382,-10.388,Major,0.0427,153.713,3,0.0392
emeli sandé,"next to me - live from spotify nyc, usa/2012",4Y1ZvAbetcpZsmedL9uhmR,42,0.8,0.477,220792,0.397,0.0,G,0.104,-7.939,Major,0.0734,92.407,4,0.294
the skatalites,nice time - live,3enUu9LK6C6K3eqQRzGI20,28,0.368,0.584,166905,0.58,0.0,C,0.417,-8.536,Major,0.039,84.089,4,0.692
will reagan,"no better time (""help me find my own flame"" continued) [live]",0aCOnlC6bmu8nz0r4AfgcT,33,0.836,0.277,347493,0.178,1.55e-06,F,0.182,-14.406,Major,0.0311,163.341,4,0.181
idina menzel,no day but today - live from soundstage,0za9rikERG07WKekHzqcuf,22,0.691,0.494,205027,0.261,0.0,A,0.71,-6.725,Major,0.0291,128.879,3,0.177
hillsong en español,no hay otro nombre - live,5EcTHBNB5GUHh66dExVIGC,42,0.00615,0.356,439480,0.613,4.41e-06,G,0.11,-6.866,Major,0.0324,148.042,4,0.0465
shane & shane,no longer slaves (live),7yTt2LCXmLFbERuC4cSL88,42,0.0967,0.467,339903,0.583,0.000238,A,0.372,-6.601,Major,0.0309,147.688,4,0.281
stephen lynch,no meat - live,5Mmy4SXSwob0MingRC3Wt2,25,0.643,0.443,404520,0.359,0.0,F,0.273,-11.13,Major,0.174,134.101,3,0.438
phish,no men in no man's land (live) - 8/4/17 lemon,4nIdEjPkRlzmVql6KFJ3Br,28,0.187,0.536,824707,0.678,0.625,G,0.555,-9.771,Major,0.0487,133.281,4,0.749
bob marley & the wailers,no more trouble - live at leeds 1973,66jRstiVrzPjQ09OcDWjPt,27,0.234,0.501,419000,0.583,2.51e-05,F,0.514,-11.444,Major,0.175,86.987,4,0.633
hillsong united,no one like you - live,2JhRP7C1gNMRp7gC2YlTOq,25,0.553,0.233,157640,0.302,9.81e-05,E,0.134,-10.613,Minor,0.0318,139.925,4,0.0558
band of horses,no one's gonna love you - live from spotify sweden,5MYfpFJYm8WNFGssR6H2Oz,55,0.929,0.547,239080,0.188,1.2e-06,C#,0.714,-10.676,Major,0.036,135.657,4,0.192
the civil wars,no ordinary love - live at eddie's attic,1PX5pscejxT7eXAy35y1Ej,42,0.893,0.237,207253,0.535,4.74e-06,B,0.701,-10.352,Minor,0.0812,164.977,5,0.389
jesus culture,no other like you (we will exalt you) - live,51aQMfvT4gkoCilJ5lTnPm,28,0.0371,0.292,523613,0.536,0.0003,A#,0.411,-8.935,Major,0.0356,141.994,4,0.0669
hillsong worship,no other name - live,51AbDalUWkxCB1N0NZ3nU1,51,0.00564,0.358,440253,0.613,0.0,G,0.146,-6.452,Major,0.0308,148.002,4,0.0481
rend collective,no outsiders - live in belfast,6KLQvX39x4wi7sMr3Jusev,35,0.0098,0.465,282923,0.657,0.0,C,0.67,-7.233,Major,0.048,129.854,4,0.381
hillsong united,no reason to hide - live in australia/2009,34wKxwTfRVK5xB49WV1yOY,25,0.00264,0.424,283013,0.978,0.0,C#,0.685,-5.035,Major,0.107,109.498,3,0.178
j. cole,no role modelz - live,0SFZAQnxM6KBBNi8Y7YflZ,53,0.0847,0.63,356187,0.695,1.15e-06,A#,0.77,-7.666,Minor,0.318,102.647,4,0.163
covenant worship,no space between - live,1LWei2Rps1pWR88QvuhUVe,20,0.0973,0.223,387187,0.463,0.0,A#,0.0862,-8.442,Major,0.0344,78.643,3,0.0803
israel & new breed,no turning back - live,5WrkOuMzNFkUkkIN8EkXqf,34,0.0963,0.478,513920,0.974,0.0,A#,0.666,-3.631,Minor,0.642,189.857,4,0.323
xavier rudd,no woman no cry - live,7zTLtqevgI0qONOo8vndoR,32,0.664,0.6,326245,0.419,0.00429,E,0.695,-9.415,Major,0.029,94.831,4,0.378
bob marley & the wailers,"no woman, no cry - live at the lyceum",5J5c4T026P8s5EoHAa7xki,32,0.147,0.656,429933,0.693,0.00661,C#,0.741,-8.212,Major,0.0556,78.412,4,0.599
bob marley & the wailers,"no woman, no cry - live at the lyceum, london/1975",423hwXFgoN8RYmqLoLuVvY,71,0.261,0.655,427800,0.657,0.0204,C#,0.737,-9.325,Major,0.067,78.223,4,0.593
sam cooke,nobody knows you when you're down and out - live,4gAsLcRGANKT2tEs855XwT,39,0.547,0.497,198933,0.457,0.0,G#,0.726,-8.597,Major,0.0835,119.861,3,0.416
red rocks worship,nobody like you (live),3g3OnglwSM3Rij5tIFA1LZ,49,0.0108,0.447,442893,0.55,5.38e-06,G#,0.709,-7.484,Major,0.0331,119.971,4,0.082
b.b. king,"nobody loves me but my mother - live at san quentin prison, ca/1990",3xCmfM8lQw07wKP0FvdAkJ,33,0.169,0.472,491680,0.468,0.0,D,0.599,-8.839,Major,0.0525,115.813,4,0.33
r.k.m & ken-y,noche triste - live,0fvLriTrdeM8FT2vgZc2J4,30,0.148,0.645,249080,0.919,0.0,G#,0.78,-4.672,Minor,0.0509,91.988,4,0.606
julian lage,nocturne (live),2SB6U1LyqeelN8egUxM4Gy,39,0.907,0.397,262528,0.259,0.84,F#,0.715,-11.907,Major,0.0317,91.094,4,0.2
frédéric chopin,"nocturne no.13 in c minor, op.48 no.1 - live at the royal albert hall/2012",3Svhqgy2t7jDacVCwrYkIT,28,0.982,0.359,334387,0.113,0.899,C,0.0743,-22.607,Major,0.0434,115.595,3,0.0467
frédéric chopin,"nocturne no.8 in d flat, op.27 no.2 - live",585DlWLG4WtBbmCWXkiOlF,35,0.988,0.323,373173,0.0206,0.927,C#,0.0788,-27.847,Major,0.0366,88.167,4,0.0378
chris tomlin,noel - live,6YCCHnSCcJYWenamiJfLWh,46,0.678,0.345,257653,0.248,0.0,A#,0.106,-10.553,Minor,0.0307,137.918,4,0.119
hillsong united,none but jesus - live,5tgywPECreoxcE2m2DiPQm,46,0.737,0.414,329320,0.296,0.000122,B,0.103,-10.341,Major,0.029,139.801,4,0.0862
hillsong worship,none but jesus - live / mighty to save album version,3tgW1Lubu15qgNt2tghqL9,31,0.875,0.369,348573,0.315,1.55e-06,C,0.215,-9.32,Major,0.0286,141.155,4,0.17
bumpin uglies,nostalgia (live),2yfEFVR2O4aSPQqKdZbPEe,22,0.00267,0.41,286481,0.786,4.03e-05,G#,0.225,-7.767,Minor,0.0421,81.823,4,0.706
